,X1,X2,X3,X4,Type,Issuer - Wind Sector,Y
750,-0.080357,0.08178,0.033908,0.513999,CB,Industrials,0
751,0.416055,0.01114,0.017976,1.092105,CB,Industrials,0
752,0.378144,0.013822,0.021428,0.924723,CB,Industrials,0
753,0.336311,0.013081,0.019633,0.824296,CB,Industrials,0
754,0.193848,0.152954,0.09375,0.534839,CB,Materials,0
755,0.416826,0.103806,0.069048,1.010938,CB,Materials,0
756,0.432837,0.107861,0.05876,0.993119,CB,Materials,0
757,0.416055,0.01114,0.017976,1.092105,CB,Industrials,0
758,0.378144,0.013822,0.021428,0.924723,CB,Industrials,0
759,0.336311,0.013081,0.019633,0.824296,CB,Industrials,0
760,0.605346,0.054295,0.004971,0.524321,CB,Industrials,0
761,0.60149,0.054706,0.005298,0.526774,CB,Industrials,0
762,0.693518,0.016491,0.006,0.462176,CB,Industrials,0
763,0.593807,0.016213,0.006475,0.467842,CB,Industrials,0
764,0.571066,0.018178,0.007875,0.484157,CB,Industrials,0
765,0.279527,0.058283,0.01207,0.216167,CB,Real estate development (unanimous rating),0
766,0.251602,0.056912,0.010668,0.204035,CB,Real estate development (unanimous rating),0
767,0.234808,0.053614,0.014128,0.193804,CB,Real estate development (unanimous rating),0
768,0.315096,0.145773,0.052007,0.319447,CB,Optional consumption,0
769,0.310124,0.134952,0.050051,0.310304,CB,Optional consumption,0
770,0.307682,0.139108,0.049144,0.322847,CB,Optional consumption,0
771,-0.031106,0.030399,0.063229,1.524331,CB,Materials,0
772,0.016422,0.055372,0.060862,1.594652,CB,Materials,0
773,0.044175,0.067591,0.058685,1.576428,CB,Materials,0
774,0.002039,0.16078,0.03875,0.533475,CB,Industrials,0
775,0.001209,0.168752,0.041583,0.54838,CB,Industrials,0
776,0.001347,0.170172,0.044278,0.556298,CB,Industrials,0
777,-0.155706,-0.003016,0.030956,0.27039,CB,Materials,0
778,-0.183197,0.000791,0.052732,0.295211,CB,Materials,0
779,0.617961,0.016101,0.010416,0.446494,CB,Industrials,0
780,0.562179,0.021391,0.012644,0.443975,CB,Industrials,0
781,0.545671,0.017976,0.013046,0.429244,CB,Industrials,0
782,-0.150568,0.009872,0.053553,0.428341,CB,Industrials,0
783,-0.164715,0.019588,0.061095,0.465323,CB,Industrials,0
784,-0.167106,0.019981,0.053213,0.454292,CB,Industrials,0
785,-0.060079,0.105601,0.060675,0.446529,CB,public utility,0
786,-0.070052,0.100931,0.06531,0.42152,CB,public utility,0
787,-0.075706,0.097255,0.064184,0.399982,CB,public utility,0
788,0.138328,0.060823,0.038081,0.841018,CB,Industrials,0
789,0.095598,0.117758,0.084257,1.240027,CB,Industrials,0
790,0.058156,0.120523,0.084895,1.306181,CB,Industrials,0
791,-0.110995,0.063285,0.046555,0.302424,CB,Industrials,0
792,0.456877,0.0546,0.005759,0.401077,CB,information technology,0
793,0.458134,0.057463,0.011002,0.388539,CB,information technology,0
794,0.47913,0.058496,0.014113,0.389052,CB,information technology,0
795,-0.337877,-0.007834,-0.020475,0.079667,CB,Industrials,0
796,-0.38672,-0.011857,-0.010443,0.076089,CB,Industrials,0
797,-0.375324,-0.026476,-0.023795,0.059136,CB,Industrials,0
798,0.346693,0.098233,0.052441,0.295955,CB,Real estate development (unanimous rating),0
799,0.308316,0.100393,0.040836,0.293903,CB,Real estate development (unanimous rating),0
800,0.284228,0.102421,0.039503,0.283637,CB,Real estate development (unanimous rating),0
801,0.387498,0.030721,0.026319,0.266263,CB,Real estate development (unanimous rating),0
802,0.393094,0.031212,0.026672,0.276426,CB,Real estate development (unanimous rating),0
803,0.391771,0.028935,0.024965,0.258533,CB,Real estate development (unanimous rating),0
804,0.21002,0.083835,-0.001888,0.177782,CB,Real estate development (unanimous rating),0
805,0.208439,0.100041,0.050832,0.480674,CB,Materials,0
806,0.185952,0.10735,0.053198,0.504606,CB,Materials,0
807,0.18137,0.107687,0.047731,0.493699,CB,Materials,0
808,0.010117,0.315753,0.048368,1.139703,CB,Materials,0
809,-0.000293,0.314761,0.051273,1.135198,CB,Materials,0
810,0.011743,0.31481,0.054746,1.172546,CB,Materials,0
811,0.087658,-0.010812,0.037374,0.235986,CB,Materials,0
812,0.169583,0.026218,0.014561,0.924664,CB,Industrials,0
813,0.166471,0.027717,0.014443,0.905018,CB,Industrials,0
814,0.079357,0.259416,0.133209,1.095874,CB,Industrials,0
815,0.09915,0.272495,0.145268,1.157101,CB,Industrials,0
816,-0.066659,0.283703,0.135554,1.175978,CB,Industrials,0
817,0.649628,0.078374,0.025929,0.614202,CB,Industrials,0
818,0.59455,0.087524,0.024224,0.705545,CB,Industrials,0
819,0.206905,0.039954,0.014574,0.986785,CB,Industrials,0
820,-0.063299,0.122134,0.068434,0.579007,CB,public utility,0
821,-0.060197,0.116904,0.062451,0.521439,CB,public utility,0
822,-0.059318,0.117248,0.053143,0.532525,CB,public utility,0
823,-0.282779,-0.174583,-0.201125,0.324261,CB,Optional consumption,0
824,-0.280693,-0.174202,-0.141857,0.318914,CB,Optional consumption,0
825,-0.209278,-0.155751,-0.025051,0.344318,CB,Optional consumption,0
826,0.3946,0.122752,0.034523,0.324131,CB,Real estate development (unanimous rating),0
827,0.397435,0.125453,0.029266,0.330565,CB,Real estate development (unanimous rating),0
828,0.350024,0.126629,0.02657,0.331185,CB,Real estate development (unanimous rating),0
829,0.263219,0.017155,0.006087,0.464973,CB,Industrials,0
830,0.241865,0.020224,0.008807,0.508335,CB,Industrials,0
831,0.123918,0.034022,0.038244,0.341603,CB,Industrials,0
832,0.138137,0.03725,0.043662,0.345207,CB,Industrials,0
833,0.52695,0.048039,0.009905,0.396753,CB,Industrials,0
834,0.537551,0.048206,0.010494,0.410423,CB,Industrials,0
835,0.548122,0.045417,0.009057,0.429164,CB,Industrials,0
836,0.042667,0.152985,0.066006,0.574014,CB,Industrials,0
837,0.05208,0.148721,0.063172,0.511587,CB,Industrials,0
838,0.036859,0.157591,0.068217,0.534387,CB,Industrials,0
839,0.39303,0.031485,0.003655,0.328452,CB,Real estate development (unanimous rating),0
840,0.408973,0.030923,0.002048,0.315081,CB,Real estate development (unanimous rating),0
841,0.367617,0.026589,0.002814,0.356396,CB,Real estate development (unanimous rating),0
842,0.61748,0.017958,0.005812,0.811862,CB,Industrials,0
843,0.631358,0.017347,0.007562,0.751245,CB,Industrials,0
844,0.6649,0.017148,0.007465,0.732414,CB,Industrials,0
845,0.733268,0.038314,-0.002373,0.685354,CB,Industrials,0
846,0.722257,0.038191,-0.001553,0.671896,CB,Industrials,0
847,0.702448,0.038077,-0.000999,0.663731,CB,Industrials,0
848,0.655238,0.102423,0.036927,0.594582,CB,Optional consumption,0
849,0.569068,0.094631,0.024859,0.531988,CB,Optional consumption,0
850,0.572141,0.091157,0.021515,0.514643,CB,Optional consumption,0
851,0.208439,0.100041,0.050832,0.480674,CB,Materials,0
852,0.185952,0.10735,0.053198,0.504606,CB,Materials,0
853,0.18137,0.107687,0.047731,0.493699,CB,Materials,0
854,-0.205538,-0.181838,0.006631,0.25224,CB,Industrials,0
855,0.358833,0.156852,0.024453,0.267293,CB,Real estate development (unanimous rating),0
856,0.216634,0.041756,0.019615,0.194161,CB,Real estate development (unanimous rating),0
857,-0.134456,0.173893,0.041969,0.675628,CB,public utility,0
858,-0.095623,0.172817,0.043607,0.652442,CB,public utility,0
859,0.310572,0.088141,0.005519,0.438416,CB,Industrials,0
860,0.288772,0.094802,0.018331,0.456626,CB,Industrials,0
861,-0.116205,0.137242,0.045693,0.684245,CB,Materials,0
862,-0.139186,0.133939,0.037518,0.720635,CB,Materials,0
863,-0.038529,0.134263,0.021874,0.744693,CB,Materials,0
864,0.317454,0.310453,0.032141,0.824109,CB,Real estate development (unanimous rating),0
865,0.323713,0.314943,0.034026,0.84487,CB,Real estate development (unanimous rating),0
866,0.323267,0.31519,0.035819,0.845256,CB,Real estate development (unanimous rating),0
867,-0.031526,0.068651,0.043043,0.500697,CB,information technology,0
868,0.015779,0.071926,0.061044,0.534349,CB,information technology,0
869,0.027869,0.078768,0.072901,0.546177,CB,information technology,0
870,0.048536,0.089112,0.023565,3.28361,CB,Consumer Staples,0
871,0.030366,0.069323,0.008433,0.401858,CB,Optional consumption,0
872,-0.017721,0.069794,0.012328,0.396575,CB,Optional consumption,0
873,0.002549,0.07062,0.01536,0.391548,CB,Optional consumption,0
874,-0.135864,0.10827,0.070657,0.54491,CB,Health Care,0
875,-0.111473,0.113941,0.056277,0.562414,CB,Health Care,0
876,-0.093065,0.125377,0.057035,0.599067,CB,Health Care,0
877,0.017275,0.046584,0.035046,0.457321,CB,Industrials,0
878,0.026129,0.047118,0.037936,0.465649,CB,Industrials,0
879,0.03046,0.045832,0.035358,0.447921,CB,Industrials,0
880,0.349576,0.130109,0.018192,0.360596,CB,Real estate development (unanimous rating),0
881,0.520154,0.072161,0.007722,0.512725,CB,Industrials,0
882,0.495318,0.071488,0.006603,0.524644,CB,Industrials,0
883,0.516905,0.072519,0.00703,0.537491,CB,Industrials,0
884,0.671807,0.064829,0.010329,0.802574,CB,Industrials,0
885,0.657619,0.062822,0.010012,0.728905,CB,Industrials,0
886,0.662723,0.06753,0.012141,0.779457,CB,Industrials,0
887,0.180626,0.047852,0.05267,0.477322,CB,Health Care,0
888,0.141936,0.046514,0.050303,0.491956,CB,Health Care,0
889,0.170336,0.047628,0.049596,0.506333,CB,Health Care,0
890,-0.005258,0.016645,0.033839,0.4519,CB,Industrials,0
891,-3.00E-04,0.017667,0.031835,0.467423,CB,Industrials,0
892,0.449533,0.148284,0.03058,1.233381,CB,Industrials,0
893,0.463266,0.145417,0.031347,1.28485,CB,Industrials,0
894,0.470271,0.142073,0.026159,1.266347,CB,Industrials,0
895,-0.079394,0.148931,0.083258,0.558078,CB,Materials,0
896,-0.072321,0.147882,0.083196,0.568846,CB,Materials,0
897,-0.07239,0.153753,0.076148,0.567262,CB,Materials,0
898,0.229185,0.003926,0.018709,0.580731,CB,Industrials,0
899,0.238034,0.003039,0.020803,0.557062,CB,Industrials,0
900,0.368016,0.03066,0.013272,0.785845,CB,Industrials,0
901,0.355851,0.029444,0.012547,0.740315,CB,Industrials,0
902,0.347841,0.030741,0.012689,0.763339,CB,Industrials,0
903,0.667496,0.023486,0.006395,0.972433,CB,Industrials,0
904,0.580338,0.023137,0.00629,0.950832,CB,Industrials,0
905,0.225202,-0.010119,0.007786,0.632526,CB,Optional consumption,0
906,0.247532,-0.015057,0.0061,0.638882,CB,Optional consumption,0
907,0.28469,-0.019963,0.006669,0.642049,CB,Optional consumption,0
908,-0.195048,0.007911,0.01115,0.201827,CB,Materials,0
909,-0.170997,0.009192,0.012748,0.207056,CB,Materials,0
910,-0.132136,0.009054,0.012434,0.208166,CB,Materials,0
911,-0.171845,0.059298,0.033887,0.435503,CB,energy,0
912,-0.1245,0.06681,0.034464,0.420073,CB,energy,0
913,0.352874,0.41472,0.088015,1.096062,CB,Materials,0
914,0.336378,0.370045,0.086323,0.884841,CB,Materials,0
915,0.325618,0.394404,0.079334,0.997608,CB,Materials,0
916,0.324012,0.092943,0.029531,0.371143,CB,Real estate development (unanimous rating),0
917,-0.044148,0.011524,-0.076044,0.129815,CB,Real estate development (unanimous rating),1
918,-0.147018,0.433001,-0.302045,5.405728,CB,Optional consumption,0
919,0.285291,0.008796,0.020765,0.531036,CB,Industrials,0
920,0.24184,0.009285,0.020075,0.516489,CB,Industrials,0
921,0.292057,0.008745,0.017118,0.498071,CB,Industrials,0
922,0.352874,0.41472,0.088015,1.096062,CB,Materials,0
923,0.336378,0.370045,0.086323,0.884841,CB,Materials,0
924,0.325618,0.394404,0.079334,0.997608,CB,Materials,0
925,-0.280651,-0.384351,-0.001068,-0.261763,CB,Real estate development (unanimous rating),0
926,-0.030839,0.165875,0.077728,0.71568,CB,Materials,0
927,-0.031682,0.163884,0.097715,0.802039,CB,Materials,0
928,-0.008698,0.182427,0.113697,0.825423,CB,Materials,0
929,0.3376,0.076646,0.008999,0.85585,CB,Industrials,0
930,0.366343,0.078727,0.013096,0.780936,CB,Industrials,0
931,0.373692,0.081193,0.011338,0.810991,CB,Industrials,0
932,0.636775,0.051193,0.006169,0.526933,CB,Industrials,0
933,0.281646,0.016406,0.011385,0.817803,CB,Industrials,0
934,0.326521,0.01637,0.012779,0.763333,CB,Industrials,0
935,0.332326,0.015728,0.006293,0.71952,CB,Industrials,0
936,0.436178,0.054329,0.008572,0.661848,CB,Industrials,0
937,0.427462,0.05441,0.008343,0.692252,CB,Industrials,0
938,0.39244,0.052972,0.008001,0.663006,CB,Industrials,0
939,-0.030839,0.165875,0.077728,0.71568,CB,Materials,0
940,-0.031682,0.163884,0.097715,0.802039,CB,Materials,0
941,-0.008698,0.182427,0.113697,0.825423,CB,Materials,0
942,-0.103175,-0.001201,0.019804,0.259114,CB,Industrials,0
943,-0.111941,0.002434,0.027185,0.274447,CB,Industrials,0
944,-0.10849,-6.00E-06,0.027418,0.265876,CB,Industrials,0
945,0.134683,0.047085,0.06127,0.440787,CB,Materials,0
946,0.135045,0.047813,0.058197,0.423263,CB,Materials,0
947,0.174504,0.067264,0.054916,0.500339,CB,Materials,0
948,0.096284,0.257077,0.097554,2.03621,CB,Industrials,0
949,0.069664,0.244043,0.099141,1.899312,CB,Industrials,0
950,0.06751,0.254247,0.107382,1.867481,CB,Industrials,0
951,0.056163,0.220983,0.064455,0.939445,CB,Materials,0
952,0.085433,0.225785,0.076022,0.99386,CB,Materials,0
953,0.083474,0.231557,0.071328,0.983697,CB,Materials,0
954,0.304644,0.015314,0.012896,0.586361,CB,Industrials,0
955,0.317884,0.015157,0.016426,0.597274,CB,Industrials,0
956,0.360261,0.015737,0.015376,0.620249,CB,Industrials,0
957,-0.032629,0.068586,0.031173,0.538862,CB,Industrials,0
958,-0.163166,0.030859,0.010974,0.235159,CB,Financials,0
959,-0.14623,0.026227,0.010986,0.241679,CB,Financials,0
960,-0.027791,0.002125,0.031506,0.556658,CB,Industrials,0
961,-0.039609,0.00465,0.029312,0.563816,CB,Industrials,0
962,-0.046027,0.003939,0.027208,0.560571,CB,Industrials,0
963,0.081726,0.121843,0.046072,0.82451,CB,Industrials,0
964,0.084982,0.137871,0.053211,0.861759,CB,Industrials,0
965,0.073426,0.144198,0.06749,0.846049,CB,Industrials,0
966,0.114632,0.092906,0.032617,0.411681,CB,Industrials,0
967,0.315096,0.145773,0.052007,0.319447,CB,Optional consumption,0
968,0.310124,0.134952,0.050051,0.310304,CB,Optional consumption,0
969,0.307682,0.139108,0.049144,0.322847,CB,Optional consumption,0
970,-0.263884,0.18431,0.060258,0.492582,CB,energy,0
971,-0.282415,0.193736,0.067782,0.51188,CB,energy,0
972,-0.278335,0.215534,0.093089,0.526951,CB,energy,0
973,-0.337877,-0.007834,-0.020475,0.079667,CB,Industrials,0
974,-0.38672,-0.011857,-0.010443,0.076089,CB,Industrials,0
975,-0.375324,-0.026476,-0.023795,0.059136,CB,Industrials,0
976,0.21357,0.113058,0.020792,0.821058,CB,Industrials,0
977,0.266888,0.112922,0.024652,0.791461,CB,Industrials,0
978,0.265671,0.114187,0.02085,0.820798,CB,Industrials,0
979,-0.172155,0.039852,0.049015,0.767546,CB,Materials,0
980,-0.127164,0.05273,0.075574,0.804521,CB,Materials,0
981,-0.13883,0.062938,0.08634,0.863396,CB,Materials,0
982,0.075057,0.104648,0.027956,0.330531,CB,Industrials,0
983,0.067257,0.102764,0.027125,0.322575,CB,Industrials,0
984,0.083403,0.104067,0.028711,0.323713,CB,Industrials,0
985,0.132835,0.0547,0.033706,1.323232,CB,Financials,0
986,0.126721,0.055974,0.016902,1.469177,CB,Financials,0
987,0.284149,0.047694,0.020707,0.214292,CB,Real estate development (unanimous rating),1
988,0.167149,0.032186,-0.005164,0.113616,CB,Real estate development (unanimous rating),1
989,0.139257,0.023096,-0.023235,0.107326,CB,Real estate development (unanimous rating),1
990,0.242509,0.117685,0.041078,0.285233,CB,Real estate development (unanimous rating),0
991,0.240947,0.109906,0.03879,0.279938,CB,Real estate development (unanimous rating),0
992,0.229589,0.108354,0.031765,0.277165,CB,Real estate development (unanimous rating),0
993,0.064299,0.02981,0.073151,0.302536,CB,Industrials,0
994,-0.082071,0.035047,0.058717,0.314774,CB,Industrials,0
995,0.31198,0.17407,0.078024,1.494416,CB,Materials,0
996,0.270054,0.169497,0.087153,1.22357,CB,Materials,0
997,0.241877,0.187492,0.104407,1.269968,CB,Materials,0
998,0.312444,0.057326,0.022539,0.598479,CB,Industrials,0
999,0.280087,0.064148,0.030916,0.620161,CB,Industrials,0
1000,0.308447,0.0628,0.023036,0.569806,CB,Industrials,0
1001,0.504263,0.054923,0.008039,0.502017,CB,Industrials,0
1002,0.524197,0.061463,0.016231,0.520334,CB,Industrials,0
1003,0.485192,0.060408,0.015637,0.493477,CB,Industrials,0
1004,0.002934,0.145508,0.05392,1.154534,CB,Optional consumption,0
1005,0.037493,0.151955,0.060017,1.256214,CB,Optional consumption,0
1006,0.021787,0.151231,0.061352,1.208519,CB,Optional consumption,0
1007,0.0546,0.045486,0.038849,0.445652,CB,Industrials,0
1008,0.050612,0.051242,0.052756,0.443981,CB,Industrials,0
1009,0.081852,0.052,0.054346,0.428598,CB,Industrials,0
1010,0.214071,0.060448,0.018114,1.54904,CB,Industrials,0
1011,0.22194,0.063718,0.018509,1.553152,CB,Industrials,0
1012,0.219696,0.059638,0.018917,1.499659,CB,Industrials,0
1013,0.411563,0.036299,0.018336,0.242145,CB,Real estate development (unanimous rating),0
1014,0.440189,0.038509,0.020017,0.251911,CB,Real estate development (unanimous rating),0
1015,0.424461,0.036146,0.02029,0.266211,CB,Real estate development (unanimous rating),0
1016,0.345505,0.008081,0.006834,0.553651,CB,Industrials,0
1017,0.219559,0.008297,0.006725,0.54424,CB,Industrials,0
1018,0.182519,0.007985,0.005942,0.515274,CB,Industrials,0
1019,NA,NA,0.047811,3.931504,CB,Industrials,0
1020,0.083444,0.154195,0.068521,0.856485,CB,Industrials,0
1021,0.085466,0.150043,0.060912,0.802565,CB,Industrials,0
1022,0.052953,0.154125,0.066252,0.764037,CB,Industrials,0
1023,-0.050273,0.141915,0.050698,0.340538,CB,Industrials,0
1024,0.00726,0.149439,0.061447,0.359557,CB,Industrials,0
1025,-0.002401,0.1534,0.054157,0.369281,CB,Industrials,0
1026,0.242509,0.117685,0.041078,0.285233,CB,Real estate development (unanimous rating),0
1027,0.240947,0.109906,0.03879,0.279938,CB,Real estate development (unanimous rating),0
1028,0.229589,0.108354,0.031765,0.277165,CB,Real estate development (unanimous rating),0
1029,0.003507,0.080615,0.043584,1.766056,CB,Financials,0
1030,-0.049952,0.08611,0.046042,1.742543,CB,Financials,0
1031,-0.013727,0.090771,0.048801,1.699075,CB,Financials,0
1032,0.242299,0.095492,0.033629,0.289652,CB,Real estate development (unanimous rating),0
1033,0.224375,0.097494,0.032019,0.314857,CB,Real estate development (unanimous rating),0
1034,0.744276,0.052009,0.011842,0.316174,CB,Industrials,0
1035,0.676917,0.049772,0.010387,0.315431,CB,Industrials,0
1036,0.658755,0.048739,0.007876,0.350022,CB,Industrials,0
1037,0.072108,0.08022,0.041277,0.174644,CB,Real estate development (unanimous rating),0
1038,0.074529,0.078346,0.044139,0.180588,CB,Real estate development (unanimous rating),0
1039,0.0641,0.081016,0.044359,0.189166,CB,Real estate development (unanimous rating),0
1040,0.312444,0.057326,0.022539,0.598479,CB,Industrials,0
1041,0.280087,0.064148,0.030916,0.620161,CB,Industrials,0
1042,0.308447,0.0628,0.023036,0.569806,CB,Industrials,0
1043,0.91856,0.154763,0.024227,1.255982,CB,Industrials,0
1044,0.770088,0.479732,0.003936,2.02241,CB,Real estate development (unanimous rating),0
1045,0.766336,0.474765,0.003345,1.97928,CB,Real estate development (unanimous rating),0
1046,0.771339,0.475418,0.003639,2.005211,CB,Real estate development (unanimous rating),0
1047,0.772654,0.029316,0.010211,3.196946,CB,Industrials,0
1048,0.281588,0.038558,0.026767,0.310673,CB,Industrials,0
1049,0.26503,0.040246,0.033313,0.292709,CB,Industrials,0
1050,NA,NA,0.038538,NA,CB,Real estate development (unanimous rating),0
1051,0.077644,0.121256,0.033731,0.395876,CB,Real estate development (unanimous rating),0
1052,0.291132,0.015526,0.000367,0.443071,CB,Industrials,0
1053,0.133043,0.225463,0.045488,0.86716,CB,Optional consumption,0
1054,0.117666,0.225011,0.047653,0.823154,CB,Optional consumption,0
1055,0.345272,0.142656,0.030408,0.272757,CB,Real estate development (unanimous rating),0
1056,0.462768,0.15155,0.05557,0.295375,CB,Real estate development (unanimous rating),0
1057,0.516171,0.141135,0.041432,0.275374,CB,Real estate development (unanimous rating),0
1058,-0.223064,0.064055,0.021742,0.709449,CB,Financials,0
1059,-0.232537,0.068759,0.021064,0.671442,CB,Financials,0
1060,-0.193995,0.070753,0.027909,0.734648,CB,Financials,0
1061,0.212459,0.415269,0.126784,1.065979,CB,Materials,0
1062,0.334557,0.093493,0.024459,0.769193,CB,Industrials,0
1063,0.32355,0.096481,0.026052,0.786918,CB,Industrials,0
1064,0.126171,0.064065,0.027064,0.637069,CB,energy,0
1065,0.151425,0.0602,0.02536,0.585378,CB,energy,0
1066,NA,NA,0.047811,3.931504,CB,Industrials,0
1067,0.301762,0.132835,0.05633,0.450524,CB,Real estate development (unanimous rating),0
1068,0.266788,0.130284,0.05096,0.449517,CB,Real estate development (unanimous rating),0
1069,0.260565,0.126991,0.049276,0.450048,CB,Real estate development (unanimous rating),0
1070,0.38845,0.027105,0.012124,0.125592,CB,Industrials,0
1071,0.38315,0.0275,0.014474,0.127763,CB,Industrials,0
1072,-0.09485,0.001883,-0.046661,0.138145,CB,Optional consumption,1
1073,0.08259,0.082424,0.035785,0.229811,CB,Financials,0
1074,0.083679,0.089447,0.037764,0.23687,CB,Financials,0
1075,-0.017599,0.094376,0.041198,0.252591,CB,Financials,0
1076,-0.129827,0.132729,0.067237,0.467875,CB,Materials,0
1077,-0.120288,0.134976,0.061465,0.455628,CB,Materials,0
1078,-0.12602,0.132959,0.057249,0.465807,CB,Materials,0
1079,0.266012,0.040954,0.022215,0.603255,CB,Industrials,0
1080,0.275426,0.038604,-0.000928,0.599408,CB,Industrials,0
1081,0.337983,0.04912,0.027027,0.483705,CB,Industrials,0
1082,0.307083,0.020407,0.027614,0.517723,CB,Industrials,0
1083,0.313598,0.019219,0.02468,0.503281,CB,Industrials,0
1084,0.074228,0.055629,0.05036,0.457987,CB,Industrials,0
1085,0.072074,0.068609,0.059003,0.453657,CB,Industrials,0
1086,0.059573,0.080574,0.065569,0.450451,CB,Industrials,0
1087,-0.200566,-0.657205,-0.18661,-0.123665,CB,Industrials,0
1088,-0.202354,-0.649961,-0.176058,-0.135577,CB,Industrials,0
1089,-0.203709,-0.656443,-0.181116,-0.1514,CB,Industrials,0
1090,0.10726,0.047638,0.026462,0.482393,CB,public utility,0
1091,0.093976,0.046508,0.025643,0.444637,CB,public utility,0
1092,0.070606,0.047182,0.024968,0.475085,CB,public utility,0
1093,0.277227,0.090526,0.030673,0.235665,CB,Real estate development (unanimous rating),0
1094,0.283585,0.094283,0.029541,0.235446,CB,Real estate development (unanimous rating),0
1095,0.304018,0.096996,0.031283,0.243593,CB,Real estate development (unanimous rating),0
1096,0.394553,0.059677,0.013391,0.604399,CB,public utility,0
1097,0.407802,0.060879,0.012217,0.571334,CB,public utility,0
1098,0.392505,0.06018,0.010613,0.557299,CB,public utility,0
1099,-0.033472,0.125897,0.128026,0.662351,CB,Optional consumption,0
1100,-0.015019,0.128819,0.127639,0.746476,CB,Optional consumption,0
1101,-0.036018,0.13983,0.116551,0.802753,CB,Optional consumption,0
1102,-0.093958,-0.192822,-0.019256,0.260428,CB,Industrials,1
1103,-0.193928,0.013025,0.02446,0.335962,CB,Industrials,0
1104,-0.183636,0.013478,0.025364,0.340632,CB,Industrials,0
1105,-0.176786,0.015332,0.02462,0.346159,CB,Industrials,0
1106,0.08259,0.082424,0.035785,0.229811,CB,Financials,0
1107,0.083679,0.089447,0.037764,0.23687,CB,Financials,0
1108,-0.017599,0.094376,0.041198,0.252591,CB,Financials,0
1109,-0.061533,0.2435,0.044494,0.866849,CB,energy,0
1110,-0.118004,0.22457,0.048447,0.803669,CB,energy,0
1111,-0.107975,0.235311,0.061883,0.833756,CB,energy,0
1112,0.404593,0.045939,0.011172,0.651012,CB,Industrials,0
1113,0.43555,0.043146,0.010911,0.641289,CB,Industrials,0
1114,0.453967,0.042066,0.010264,0.64166,CB,Industrials,0
1115,0.109876,0.015546,0.000789,0.251296,CB,Financials,1
1116,0.084952,0.013593,8.70E-05,0.253376,CB,Financials,1
1117,-0.059612,0.013372,-0.003854,0.255017,CB,Financials,1
1118,0.141249,0.01006,0.005715,0.191853,CB,Financials,0
1119,0.425239,0.041255,0.006362,0.446065,CB,Industrials,0
1120,0.03475,0.046186,0.043774,0.569919,CB,Industrials,0
1121,0.038293,0.050253,0.049442,0.569548,CB,Industrials,0
1122,0.034244,0.045215,0.043897,0.54491,CB,Industrials,0
1123,0.091276,0.028919,0.027855,0.459489,CB,Industrials,0
1124,0.087539,0.028687,0.027319,0.463221,CB,Industrials,0
1125,0.09347,0.028946,0.027723,0.462175,CB,Industrials,0
1126,0.282026,0.089772,0.031541,0.645169,CB,Financials,0
1127,0.267224,0.088018,0.027825,0.646484,CB,Financials,0
1128,0.258334,0.085069,0.035075,0.619317,CB,Financials,0
1129,0.045042,0.052825,0.028038,1.406607,CB,Industrials,0
1130,0.024262,0.051767,0.024133,1.321647,CB,Industrials,0
1131,0.035278,0.049742,0.021243,1.218034,CB,Industrials,0
1132,0.420426,0.023832,0.010724,0.281419,CB,Industrials,0
1133,0.399321,0.019651,0.009226,0.281991,CB,Industrials,0
1134,0.420692,0.014201,0.008649,0.268975,CB,Industrials,0
1135,-0.00931,0.377454,0.052467,1.234012,CB,energy,0
1136,-0.02194,0.380523,0.071299,1.222704,CB,energy,0
1137,-0.024134,0.377464,0.060525,1.198131,CB,energy,0
1138,0.2922,0.07597,0.017052,0.221598,CB,Real estate development (unanimous rating),1
1139,0.237662,0.062972,-0.002539,0.20962,CB,Real estate development (unanimous rating),1
1140,0.199003,0.05535,-0.013683,0.201073,CB,Real estate development (unanimous rating),1
1141,0.456877,0.0546,0.005759,0.401077,CB,information technology,0
1142,0.458134,0.057463,0.011002,0.388539,CB,information technology,0
1143,0.47913,0.058496,0.014113,0.389052,CB,information technology,0
1144,0.460124,0.22497,0.148421,2.098755,CB,Consumer Staples,0
1145,0.460814,0.238347,0.159426,2.065748,CB,Consumer Staples,0
1146,0.450512,0.223514,0.154657,2.143647,CB,Consumer Staples,0
1147,-0.062748,-0.007721,0.005916,0.45928,CB,Industrials,0
1148,-0.047734,-0.002703,0.014388,0.481904,CB,Industrials,0
1149,0.013707,-0.001,0.009132,0.48912,CB,Industrials,0
1150,0.502392,0.04407,0.013526,0.761281,CB,Industrials,0
1151,0.466841,0.042843,0.014713,0.686237,CB,Industrials,0
1152,0.453237,0.043393,0.013495,0.69597,CB,Industrials,0
1153,-0.033858,-0.005509,0.013915,0.741871,CB,Industrials,0
1154,0.003423,-0.005741,0.014516,0.695671,CB,Industrials,0
1155,0.022705,-0.007407,0.015532,0.746299,CB,Industrials,0
1156,-0.083506,0.018028,0.036969,0.214094,CB,Industrials,0
1157,-0.045208,0.018534,0.063236,0.221647,CB,Industrials,0
1158,-0.002503,0.028569,0.069818,0.282125,CB,Industrials,0
1159,0.47044,0.081394,0.005701,0.698133,CB,Industrials,0
1160,0.493606,0.089888,0.010138,0.773054,CB,Industrials,0
1161,0.308189,0.039615,0.013004,0.558701,CB,Industrials,0
1162,0.335832,0.041351,0.014479,0.557087,CB,Industrials,0
